GenusSpecies,Source,habitat,location,commonname,othernames,endemic,AUSnative,USAnative,nonfeed,benthic,surwcol,algphyto,macvascu,detritus,invlvfsh,fshcrcrb,blood,eggs,other,maxtl_cm,matuage,longevity,fecundity,serial,guarder,open substratum spawner,broodhider,livebearers,Pelagophils,euryhaline,Aestivates during drought,mintemp,maxtemp,muck,claysilt,sand,gravel,cobble,boulder,bedrock,vegetat,debrdetr,lwd,pelagic,rivers,sprgsubt,lacustrine,potanadr,slowcurr,modcurr,fastcurr,IUCNstatus,list1,list2,list3,list4,list5,extinct
Esox masquinongy,http://www.fishtraits.info/,freshwater,North America,muskellunge,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,183,4,30,225000,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-9.4,27.1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Etheostoma australe,fishbase,freshwater,North America,Conchos darter,,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,EN,TRUE,FALSE,TRUE,TRUE,TRUE,O
Etheostoma exile,http://www.fishtraits.info/,freshwater,North America,Iowa darter,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,7.2,1,3.5,962,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-22.5,26.8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Etheostoma gracile,http://www.fishtraits.info/,freshwater,North America,slough darter,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6,1,3.5,50,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.1,34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Etheostoma grahami,http://www.fishtraits.info/,freshwater,North America,Rio Grande darter,,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4.4,1,2,60,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,VU,TRUE,FALSE,FALSE,FALSE,FALSE,O
Etheostoma lepidum,http://www.fishtraits.info/,freshwater,North America,greenthroat darter,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6.6,1,3,190,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.1,34.5,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NT,TRUE,FALSE,FALSE,FALSE,FALSE,O
Etheostoma nigrum,http://www.fishtraits.info/,freshwater,North America,johnny darter,None,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7.2,1,4,600,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-17.2,26.6,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Evarra bustamantei,fishbase,freshwater,North America,Mexican dace,,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EX,TRUE,FALSE,FALSE,TRUE,TRUE,D2
Evarra eigenmanni,fishbase,freshwater,North America,Plateau chub,,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EX,TRUE,FALSE,FALSE,TRUE,TRUE,D2
Evarra tlahuacensis,fishbase,freshwater,North America,Endorheic chub,,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EX,TRUE,FALSE,FALSE,TRUE,TRUE,D2
Extrarius aestivalis,fishbase,freshwater,North America,Speckled chub,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9,NA,1,796,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,LC,TRUE,FALSE,FALSE,TRUE,FALSE,O
Fundulus grandis,fishbase.de,freshwater & brackish,North America,Gulf killifish,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Fundulus kansae,fishbase,freshwater,North America,Northern plains killifish,,FALSE,FALSE,TRUE,FALSE,NA,NA,TRUE,NA,NA,TRUE,FALSE,FALSE,FALSE,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,FALSE,FALSE,TRUE,TRUE,TRUE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Fundulus sciadicus,http://www.fishtraits.info/,freshwater,North America,plains topminnow,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9,1.5,3.5,88,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-11.1,31.2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Fundulus zebrinus,http://www.fishtraits.info/,freshwater,North America,plains killifish,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10,1,2.5,250,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-7.4,34.6,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Galaxias fontanus,fishbase,freshwater,Australia,swan galaxias,,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,13,1.5,3,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,EN,TRUE,FALSE,TRUE,TRUE,TRUE,O
Galaxias maculatus,fishesofaustralia.net.au,freshwater and brackish,Australia,Inanga,,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,19,NA,NA,"13,500",FALSE,FALSE,TRUE,FALSE,FALSE,NA,TRUE,FALSE,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Galaxias occidentalis,fishbase,freshwater,Australia,western galaxias,,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,19,1,5,"2,573",TRUE,FALSE,TRUE,FALSE,FALSE,NA,TRUE,FALSE,9,26,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Galaxiella munda,fishbase,freshwater,Australia,western dwarf galaxia,,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6,1,1,NA,TRUE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,8,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,EN,TRUE,FALSE,TRUE,TRUE,FALSE,O
Galaxiella nigrostriata,fishbase,freshwater,Australia,blackstriped dwarf galaxia,,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4.8,1,1,NA,TRUE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,TRUE,10,30,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,EN,TRUE,FALSE,TRUE,TRUE,FALSE,O
Gambusia affinis,http://www.fishtraits.info/,freshwater,North America,western mosquitofish,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4,0.3,1,315,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,33.9,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Gambusia alvarezi,fishbase,freshwater,North America,Yellowfin gambusia,,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,TRUE,TRUE,TRUE,DD,NA,NA,NA,NA,NA,NA
Gambusia amistadensis,http://www.fishtraits.info/,freshwater,North America,Amistad gambusia,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3.5,NA,NA,11,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,EX,TRUE,FALSE,FALSE,TRUE,TRUE,C
Gambusia clarkhubbsi,fishbase,freshwater,North America,San Felipe gambusia,,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,TRUE,NA,VU,TRUE,FALSE,FALSE,TRUE,TRUE,O
Gambusia gaigei,http://www.fishtraits.info/,freshwater,North America,Big Bend gambusia,,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4,0.3,1,200,TRUE,NA,NA,NA,NA,FALSE,FALSE,FALSE,-0.1,38.8,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,VU,TRUE,FALSE,FALSE,TRUE,TRUE,O
Gambusia geiseri,http://www.fishtraits.info/,freshwater,North America,largespring gambusia,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,4.4,NA,NA,23,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,0.4,34.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Gambusia holbrooki,http://www.fishtraits.info/,freshwater,North America,eastern mosquitofish,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8,0.077,NA,354,TRUE,FALSE,FALSE,FALSE,TRUE,NA,TRUE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Gambusia hurtadoi,fishbase,freshwater,North America,Crescent gambusia,,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CR,TRUE,FALSE,FALSE,TRUE,FALSE,O
Gambusia longispinis,fishbase,freshwater,North America,Cuatrocienegas gambusia,,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,FALSE,TRUE,TRUE,NA,EN,TRUE,FALSE,FALSE,TRUE,TRUE,O
Gambusia marshi,fishbase,freshwater,North America,Robust gambusia,,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,NA,60,NA,FALSE,FALSE,FALSE,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Gambusia nobilis,http://www.fishtraits.info/,freshwater,North America,Pecos gambusia,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4,0.3,1,100,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,-2,35.5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,EN,TRUE,FALSE,FALSE,TRUE,FALSE,O
Gambusia senilis,http://www.fishtraits.info/,freshwater,North America,blotched gambusia,,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4.6,0.3,1,300,TRUE,NA,NA,NA,NA,FALSE,FALSE,FALSE,4,37,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NT,TRUE,FALSE,FALSE,TRUE,FALSE,O
Gambusia speciosa,fishbase,freshwater,North America,Tex-Mex gambusia,,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,TRUE,NA,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Gambusia zarskei,fishbase,freshwater,North America,NA,,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,TRUE,NA,VU,TRUE,FALSE,FALSE,TRUE,TRUE,O
Gasterosteus aculeatus,http://www.fishtraits.info/,"anadromous (marine or brackish), freshwater (lentic populations)",Circumarctic,threespine stickleback,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,11,1,2.5,250,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Gerres cinereus,fishbase.de,amphidromous ,"West Atlantic, North and South America",Yellow fin mojarra,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,NA,NA,NA,NA,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Gerres filamentosus,fishbase.se,amphidromous,Indo-Pacific,Whipfin silver-biddy,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,39,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,NA,NA,NA,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Gila atraria,http://www.fishtraits.info/,freshwater,North America,Utah chub,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,56,2,8,40750,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-11.4,22.3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Gila bicolor,http://www.fishtraits.info/,freshwater,North America,tui chub,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,42,6,30,50000,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-7.8,34.3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Gila bicolor mohavensis,fishbase,freshwater,North America,Tui chub,,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,,FALSE,FA,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,LC,TRUE,FALSE,FALSE,TRUE,FALSE,O
Gila brevicauda,fishbase,freshwater,North America,Shorttail chub,,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,TRUE,NA,DD,NA,NA,NA,NA,NA,NA
Gila cypha,http://www.fishtraits.info/,freshwater,North America,humpback chub,,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,38,4,30,10000,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-7.4,34.7,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,EN,TRUE,FALSE,TRUE,TRUE,FALSE,O
Gila ditaenia,http://www.fishtraits.info/,freshwater,North America,Sonora chub,,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,20,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,VU,TRUE,FALSE,FALSE,TRUE,TRUE,O
Gila elegans,http://www.fishtraits.info/,freshwater,North America,bonytail chub,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,64,4.5,49,300000,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-6.1,35.8,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,CR,TRUE,FALSE,TRUE,TRUE,FALSE,O
Gila eremica,fishbase,freshwater,North America,Desert chub,,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,TRUE,NA,NT,TRUE,FALSE,FALSE,TRUE,TRUE,O
Gila intermedia,http://www.fishtraits.info/: IUCN,freshwater,North America,Gila chub,,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,22,2,5,5000,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,36.8,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,EN,TRUE,FALSE,FALSE,TRUE,FALSE,O
Gila minacae,fishbase,freshwater,North America,Mexican roundtail chub,,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Gila modesta,fishbase,freshwater,North America,Salinas chub,,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,TRUE,TRUE,TRUE,NA,EN,TRUE,TRUE,TRUE,TRUE,TRUE,O
Gila nigra,fishbase,freshwater,North America,Headwater chub,,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,NA,TRUE,TRUE,FALSE,NT,TRUE,FALSE,TRUE,TRUE,TRUE,O
Gila nigra (merged with robusta),http://www.fishtraits.info/,freshwater,North America,roundtail chub,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,43,2,9,45125,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-9.1,26.6,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,VU,TRUE,FALSE,TRUE,FALSE,FALSE,O
Gila nigrescens,http://www.fishtraits.info/,freshwater,North America,Chihuahua chub,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,18,1,4.5,4000,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,VU,TRUE,FALSE,FALSE,TRUE,FALSE,O
Gila orcuttii,http://www.fishtraits.info/,freshwater,North America,arroyo chub,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12,1,4,4000,TRUE,NA,NA,NA,NA,FALSE,FALSE,FALSE,7.9,26.2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,VU,TRUE,FALSE,FALSE,TRUE,TRUE,O
